Gender,State,Sector,CreditID,CusID,FullNames,CompanyName,BirthDate,Address,TelNo,EmailAddr,AmountGranted,EffectiveDate,Tenor,TenorType,Rate,ScheduleType,InterestRepayFreq,PrincipalRepayFreq,NatureOfBusiness,FirstTimeAccessToCredit,StartUp,MSMEAnnualTurnover,NumberOfEmployees,Age,age_group_id,ES_Rating,green_energy/energy_efficiency,TenorInDays,MaturityDate,InterestRepayStartDate,PrincipalRepayStartDate,DateAdded
Female,Oyo,Manufacturing,CAM-100206,CUS-1206,Laurie Hunt,Simpson LLC,1972-05-19,"381 Vicki Glens
Tammyhaven, AR 95648",(682)058-9177x38636,john83@yahoo.com,2839767,2023-06-02,21,Monthly,7.02,Reducing Balance,Monthly,Quarterly,Retail,True,True,47367678,87,10,Youth,B,True,630,2025-02-21,2023-07-02,2023-08-01,2024-01-01
Female,Abuja,Manufacturing,CAM-100207,CUS-1207,Yvette Lopez,Manning-Mason,2002-12-24,"9781 Raymond Plains
West Robert, OH 88496",+1-129-937-1179x24392,roblesanthony@woods-cooper.net,3114235,2023-01-12,37,Monthly,22.38,Reducing Balance,Quarterly,Quarterly,Production,False,False,38292816,79,6,Adult,A,True,1110,2026-01-26,2023-02-11,2023-03-13,2024-01-01
Female,Rivers,Health,CAM-100208,CUS-1208,Mark Evans,Johnson-Gonzalez,1971-01-17,"607 Gilmore Ports
Jasonville, IA 38246",(877)997-3325x20437,wilsonallison@hotmail.com,991036,2023-05-13,37,Yearly,18.63,Flat Rate,Monthly,Quarterly,Services,True,False,52736559,77,27,Youth,B,False,1110,2026-05-27,2023-06-12,2023-07-12,2024-01-01
Male,Kano,Manufacturing,CAM-100209,CUS-1209,Rebecca Odom,Doyle PLC,1981-11-09,"02879 Angela Squares Suite 089
Pearsonberg, CA 81545",(310)355-6025x9985,michaellong@yahoo.com,9215912,2023-10-31,39,Quarterly,7.26,Reducing Balance,Quarterly,Monthly,Services,False,True,71617028,23,28,Youth,A,True,1170,2027-01-13,2023-11-30,2023-12-30,2024-01-01
Male,Abuja,ICT,CAM-100210,CUS-1210,Matthew Roberts,Bennett-Miller,1979-06-04,"673 Randy Locks Suite 288
Thomasside, LA 31940",630.891.8373x841,marklopez@yahoo.com,6546914,2023-10-20,16,Monthly,21.84,Reducing Balance,Monthly,Monthly,Production,False,False,55650991,81,19,Adult,B,False,480,2025-02-11,2023-11-19,2023-12-19,2024-01-01
Male,Kano,Manufacturing,CAM-100211,CUS-1211,Sarah Spencer DVM,"Ray, Cooper and Eaton",1999-07-18,"4443 Rebecca Mews
Hansenport, CA 82921",096.650.1163x4331,margaretdixon@yahoo.com,3210241,2023-10-27,15,Yearly,9.84,Reducing Balance,Monthly,Monthly,Wholesale,True,True,75283807,48,21,Adult,C,False,450,2025-01-19,2023-11-26,2023-12-26,2024-01-01
Male,Enugu,Health,CAM-100212,CUS-1212,Samuel Farley,Carroll-Ortiz,1994-04-09,"USNV Carter
FPO AP 34907",059-933-9363,ypowers@gmail.com,1642953,2023-08-16,20,Yearly,14.57,Flat Rate,Quarterly,Quarterly,Consulting,False,True,96011763,2,8,Youth,B,True,600,2025-04-07,2023-09-15,2023-10-15,2024-01-01
Male,Lagos,Manufacturing,CAM-100213,CUS-1213,Danny Mckinney,"Moreno, Barnett and Jimenez",1978-11-27,"75968 Russell Isle
West Christinahaven, OR 36642",241-208-6442,deleonmichelle@benitez.com,4461352,2023-09-28,22,Quarterly,7.9,Reducing Balance,Monthly,Monthly,Services,True,True,52042301,84,1,Youth,A,True,660,2025-07-19,2023-10-28,2023-11-27,2024-01-01
Male,Abuja,ICT,CAM-100214,CUS-1214,Julie Lewis,King PLC,1999-06-20,"75628 Scott Lane
North Emily, NC 53184",001-436-479-3745x61785,tiffany09@yahoo.com,4478702,2023-02-12,45,Quarterly,19.2,Reducing Balance,Quarterly,Monthly,Production,True,True,2171277,20,28,Adult,B,False,1350,2026-10-24,2023-03-14,2023-04-13,2024-01-01
Male,Rivers,Trade and Commerce,CAM-100215,CUS-1215,Karen Brown,Taylor and Sons,1996-01-13,"9775 Perez Locks Suite 215
Johnport, NY 62244",+1-925-119-4848x2824,conwayjoshua@sanders.info,8668984,2023-12-09,23,Yearly,18.34,Flat Rate,Monthly,Monthly,Production,False,False,65406526,59,17,Adult,A,True,690,2025-10-29,2024-01-08,2024-02-07,2024-01-01
Female,Abuja,Health,CAM-100216,CUS-1216,Jerry Oneill,Fletcher Group,1971-03-26,"5767 Alicia Oval
East David, VA 84382",001-888-117-5725,ycasey@collins-romero.com,826916,2023-11-22,14,Monthly,9.22,Reducing Balance,Quarterly,Monthly,Wholesale,False,False,79890927,46,7,Adult,B,True,420,2025-01-15,2023-12-22,2024-01-21,2024-01-01
Male,Abuja,Trade and Commerce,CAM-100217,CUS-1217,Elizabeth Johns,Murray Inc,1995-07-04,"USNV Hartman
FPO AA 60955",(676)032-4737,cmarquez@stephens.info,4097706,2023-10-29,30,Yearly,22.27,Reducing Balance,Monthly,Monthly,Wholesale,False,True,42905980,3,14,Youth,C,True,900,2026-04-16,2023-11-28,2023-12-28,2024-01-01
Female,Abuja,Trade and Commerce,CAM-100218,CUS-1218,Stephanie Macdonald,Fuentes-Butler,1970-09-30,"63403 Brooks Pass
Wilsonton, AK 10351",+1-733-694-9950x2955,ydavis@tate-anderson.org,5006554,2023-12-30,45,Quarterly,13.03,Flat Rate,Monthly,Monthly,Retail,False,False,70470076,55,21,Youth,C,True,1350,2027-09-10,2024-01-29,2024-02-28,2024-01-01
Male,Oyo,Trade and Commerce,CAM-100219,CUS-1219,Michael Medina,Wheeler Group,1994-09-28,"7421 Christopher Groves Suite 059
Knoxmouth, MN 47930",001-136-189-8825x412,phamalexis@vaughan.org,1105409,2023-01-21,19,Monthly,10.85,Reducing Balance,Quarterly,Monthly,Services,True,False,84604446,12,21,Youth,B,True,570,2024-08-13,2023-02-20,2023-03-22,2024-01-01
Male,Abuja,Agriculture,CAM-100220,CUS-1220,William Allen,"Dudley, Clements and Lucero",1988-10-26,"91640 Cherry Via Suite 309
Perezberg, UT 35412",530-033-7214,shelbyhernandez@floyd-ortiz.com,9962743,2023-04-17,30,Monthly,8.05,Reducing Balance,Monthly,Quarterly,Retail,True,True,74989790,40,17,Adult,B,True,900,2025-10-03,2023-05-17,2023-06-16,2024-01-01
Male,Kano,Agriculture,CAM-100221,CUS-1221,Joseph Schultz,Moore-Medina,1972-01-12,"8464 Gary Street
Port Gwendolyntown, KS 66817",3459410753,davidrobertson@hotmail.com,7349486,2023-12-02,55,Yearly,10.32,Reducing Balance,Monthly,Quarterly,Production,False,False,20380560,66,9,Youth,B,True,1650,2028-06-08,2024-01-01,2024-01-31,2024-01-01
Female,Lagos,Trade and Commerce,CAM-100222,CUS-1222,Ross Pearson,Day-Rice,1975-01-13,"2511 Daniel Islands Suite 261
North Meghanmouth, NJ 37015",(622)750-1852,jenniferhayes@novak.net,5550405,2023-10-30,27,Quarterly,5.44,Reducing Balance,Monthly,Quarterly,Consulting,True,True,30439575,78,17,Adult,A,False,810,2026-01-17,2023-11-29,2023-12-29,2024-01-01
Female,Enugu,Health,CAM-100223,CUS-1223,Troy Powell,Bradford-Pham,1996-03-08,"090 Higgins Forge Suite 224
Anaview, WY 53956",+1-742-760-0449x307,rosariodonna@yahoo.com,8837735,2023-04-27,57,Yearly,16.67,Reducing Balance,Monthly,Monthly,Consulting,True,True,63189747,16,5,Youth,B,True,1710,2028-01-01,2023-05-27,2023-06-26,2024-01-01
Female,Kaduna,ICT,CAM-100224,CUS-1224,Steven Johnson,Martin Inc,1989-10-01,"47555 Norman Shores Suite 462
New Patricia, HI 35825",904-352-3083x910,jessicagreen@dillon.com,2225690,2023-05-04,35,Yearly,21.84,Flat Rate,Monthly,Monthly,Wholesale,False,True,82919190,83,26,Adult,B,False,1050,2026-03-19,2023-06-03,2023-07-03,2024-01-01
Female,Abuja,ICT,CAM-100225,CUS-1225,Jason Estrada,Simon-Benjamin,1990-06-02,"32853 Cassidy Brook Suite 855
North Johnton, WY 30390",053.990.7391x813,lopeztammie@gmail.com,3780772,2023-10-08,25,Yearly,15.98,Flat Rate,Monthly,Quarterly,Consulting,True,True,80419793,34,25,Youth,A,False,750,2025-10-27,2023-11-07,2023-12-07,2024-01-01
Male,Rivers,Manufacturing,CAM-100226,CUS-1226,Mary Smith,"Hernandez, Romero and Stein",1999-02-23,"451 Durham Hollow Apt. 789
Lake Gregoryville, HI 69391",109.016.1462,alexandrarangel@boyd.biz,8697295,2023-10-19,26,Monthly,9.39,Flat Rate,Quarterly,Monthly,Consulting,True,False,8562865,44,20,Youth,C,False,780,2025-12-07,2023-11-18,2023-12-18,2024-01-01
Female,Abuja,Health,CAM-100227,CUS-1227,Deborah Martin,Taylor-Stevens,1969-09-10,"0007 Lin Corners
Port Ashley, VT 41688",755-949-6373,james41@watson.com,6309041,2023-07-22,49,Monthly,5.67,Flat Rate,Quarterly,Quarterly,Consulting,False,True,50878285,6,29,Adult,B,False,1470,2027-07-31,2023-08-21,2023-09-20,2024-01-01
Male,Rivers,Agriculture,CAM-100228,CUS-1228,Rebecca Sullivan,Williams-Thompson,2003-01-17,"020 Boyd Stream
Daviesbury, KY 22138",+1-901-530-9009x6514,bgross@yahoo.com,5587268,2023-02-20,37,Quarterly,9.29,Reducing Balance,Quarterly,Monthly,Production,True,False,60445297,77,8,Adult,B,True,1110,2026-03-06,2023-03-22,2023-04-21,2024-01-01
Male,Kano,Trade and Commerce,CAM-100229,CUS-1229,Thomas Edwards,Griffin Group,2002-12-03,"78856 Martha Trail
Ruizside, WI 56075",392.231.5993,lopeztiffany@gmail.com,6655579,2023-09-28,56,Quarterly,13.32,Reducing Balance,Monthly,Monthly,Consulting,False,True,70490574,64,6,Youth,C,False,1680,2028-05-04,2023-10-28,2023-11-27,2024-01-01
Female,Rivers,Manufacturing,CAM-100230,CUS-1230,Lauren Collier,"Carr, Wilson and Wilson",2001-01-04,"948 Huber Islands Apt. 565
Lake Jerry, TN 90551",001-571-645-1629x2049,erica16@gmail.com,903119,2023-11-20,51,Yearly,20.19,Reducing Balance,Quarterly,Quarterly,Consulting,True,True,38146254,22,11,Adult,C,False,1530,2028-01-28,2023-12-20,2024-01-19,2024-01-01
Female,Kaduna,ICT,CAM-100231,CUS-1231,Pam Dodson,Larsen PLC,2000-06-10,"852 Jennifer Hill Suite 176
North Erikton, MI 51941",865-330-2516x14197,andrew41@white.org,8712420,2023-10-04,54,Yearly,8.76,Reducing Balance,Monthly,Quarterly,Consulting,False,False,27967642,18,19,Adult,A,False,1620,2028-03-11,2023-11-03,2023-12-03,2024-01-01
Female,Lagos,Agriculture,CAM-100232,CUS-1232,Kayla Moore MD,Mejia LLC,1987-12-09,"7782 Johnson Spring
New Jason, MT 72290",+1-206-132-6635x82121,johnanthony@martinez.net,902732,2023-05-21,26,Yearly,19.4,Reducing Balance,Monthly,Quarterly,Retail,True,True,82515633,12,4,Youth,B,False,780,2025-07-09,2023-06-20,2023-07-20,2024-01-01
Female,Rivers,Agriculture,CAM-100233,CUS-1233,Michelle Little,"Hays, Wilkins and Dean",1991-05-05,"060 Jesus Viaduct
Port Kaitlintown, OH 63928",782-995-6873x72223,knorton@howard-evans.com,1006079,2023-10-02,40,Quarterly,22.34,Flat Rate,Monthly,Quarterly,Production,True,False,29384611,52,18,Adult,B,False,1200,2027-01-14,2023-11-01,2023-12-01,2024-01-01
Female,Rivers,Trade and Commerce,CAM-100234,CUS-1234,Jonathan Wright,Johnson Inc,1971-04-02,"661 Jensen Wall Suite 481
North Kimberly, NC 70509",072-064-0860,jperez@yahoo.com,2450013,2023-10-17,37,Monthly,14.08,Flat Rate,Monthly,Quarterly,Wholesale,False,False,63516022,94,1,Youth,A,True,1110,2026-10-31,2023-11-16,2023-12-16,2024-01-01
Female,Lagos,ICT,CAM-100235,CUS-1235,Christina Gross,"Adams, Alvarez and Thomas",2002-03-20,"51828 Martin Passage
West Lorifurt, LA 67554",+1-690-213-6691x7738,amberparker@wilson-wu.com,1632658,2023-11-30,35,Monthly,21.43,Reducing Balance,Quarterly,Monthly,Retail,False,True,90301319,51,13,Youth,C,True,1050,2026-10-15,2023-12-30,2024-01-29,2024-01-01
Female,Kaduna,Health,CAM-100236,CUS-1236,Alisha Martin,Sawyer Ltd,1977-09-07,"57055 Nguyen Ports
Laurabury, MD 84962",001-288-690-5970,gonzaleswilliam@shannon.com,2485209,2023-02-21,44,Yearly,16.09,Reducing Balance,Monthly,Monthly,Services,False,True,35017422,71,14,Adult,A,False,1320,2026-10-03,2023-03-23,2023-04-22,2024-01-01
Female,Abuja,Agriculture,CAM-100237,CUS-1237,Adrian Daniel,Norton-Lindsey,1977-03-22,"518 April Drives
South Justinbury, MD 82508",772.831.9978,davidrobbins@patel-briggs.org,4822626,2023-01-27,54,Yearly,17.74,Reducing Balance,Quarterly,Monthly,Production,False,True,21878589,96,24,Adult,C,True,1620,2027-07-05,2023-02-26,2023-03-28,2024-01-01
Male,Rivers,Trade and Commerce,CAM-100238,CUS-1238,Mr. Phillip Knox,"Graham, Williams and Allen",2005-06-19,"519 Carey Walks
West Tammytown, VT 35639",+1-190-907-3944x87446,hsoto@gmail.com,1156951,2023-06-06,17,Yearly,15.53,Flat Rate,Monthly,Quarterly,Production,True,True,21577390,48,1,Youth,A,True,510,2024-10-28,2023-07-06,2023-08-05,2024-01-01
Female,Lagos,Health,CAM-100239,CUS-1239,Catherine Benson,Johnson-Elliott,1997-03-30,"992 Andrew Rue
New Rachel, WY 97018",633-611-7953x131,bconway@thomas.com,8899911,2023-08-27,46,Yearly,14.26,Reducing Balance,Quarterly,Quarterly,Services,True,True,86759500,19,29,Youth,C,False,1380,2027-06-07,2023-09-26,2023-10-26,2024-01-01
Female,Kano,ICT,CAM-100240,CUS-1240,Cindy Kelly,"Gutierrez, Reid and Bailey",1976-10-06,"039 Anthony Trafficway Suite 286
East Dawn, MI 17998",(103)191-6906x738,cpatterson@brown-williams.com,3979591,2023-06-05,52,Quarterly,9.69,Reducing Balance,Quarterly,Quarterly,Services,True,True,75110888,6,11,Youth,A,False,1560,2027-09-12,2023-07-05,2023-08-04,2024-01-01
Male,Lagos,Agriculture,CAM-100241,CUS-1241,Mitchell Kennedy,"Jenkins, Goodwin and Moran",2002-08-15,"49319 Timothy Roads
Port Stephen, AK 68417",(679)331-2242,perrylindsey@gmail.com,5703916,2023-10-18,23,Monthly,11.06,Reducing Balance,Quarterly,Quarterly,Services,False,False,33301473,84,17,Youth,C,False,690,2025-09-07,2023-11-17,2023-12-17,2024-01-01
Female,Kano,Health,CAM-100242,CUS-1242,Jacqueline Mitchell,Brandt Ltd,1996-04-15,"1003 Powell Lake Apt. 031
South Austin, CT 77482",(404)748-9408,jenniferbrown@hotmail.com,6526988,2023-05-16,26,Yearly,10.8,Flat Rate,Quarterly,Quarterly,Wholesale,True,False,39967335,27,4,Youth,C,True,780,2025-07-04,2023-06-15,2023-07-15,2024-01-01
Male,Kaduna,Health,CAM-100243,CUS-1243,Angela Schultz,"Garcia, Rice and Johnson",1983-06-25,"1963 Porter Dam Suite 900
Port Heidi, OR 37477",169-467-5467x570,ntaylor@yahoo.com,7926263,2023-05-24,18,Quarterly,16.27,Reducing Balance,Quarterly,Quarterly,Consulting,True,True,79832543,53,26,Youth,C,False,540,2024-11-14,2023-06-23,2023-07-23,2024-01-01
Male,Abuja,Health,CAM-100244,CUS-1244,Justin Kim,Castillo PLC,1976-05-02,"793 Clark Falls
Rebeccaborough, DC 50769",(019)008-0591x3595,tracijohnson@cook-peters.biz,2866610,2023-04-16,26,Yearly,7.4,Flat Rate,Quarterly,Monthly,Production,False,False,88451900,48,12,Adult,C,True,780,2025-06-04,2023-05-16,2023-06-15,2024-01-01
Female,Lagos,Agriculture,CAM-100245,CUS-1245,Dennis Castro,"Gross, Ward and Stewart",1978-10-16,"372 Rivas Mountain Suite 063
Lake Paul, NY 99340",611.883.9414,moranheather@gmail.com,4680303,2023-06-07,13,Yearly,23.34,Flat Rate,Monthly,Monthly,Consulting,False,False,63220767,7,10,Adult,C,True,390,2024-07-01,2023-07-07,2023-08-06,2024-01-01
Male,Enugu,Agriculture,CAM-100246,CUS-1246,Rachel Mullen,Williams and Sons,2002-01-08,"62966 Deborah Landing
West Nancyview, IL 04328",001-075-879-2606,william37@martin-weber.com,9956807,2023-05-26,51,Monthly,19.41,Flat Rate,Quarterly,Monthly,Consulting,True,True,48021853,59,6,Adult,B,True,1530,2027-08-03,2023-06-25,2023-07-25,2024-01-01
Male,Enugu,Manufacturing,CAM-100247,CUS-1247,Matthew Davis,Mcgrath Group,1992-05-13,"87081 John Fields
Tannerland, NE 69420",(564)106-0212x95653,dfleming@hernandez.com,5184346,2023-01-02,45,Yearly,13.03,Flat Rate,Monthly,Monthly,Services,False,True,24611827,69,25,Youth,C,False,1350,2026-09-13,2023-02-01,2023-03-03,2024-01-01
Male,Oyo,ICT,CAM-100248,CUS-1248,Tyler Buck,Harrell Group,1974-05-05,"0048 Nelson Grove Apt. 662
Leeport, MA 15464",(082)181-3462x3105,noah45@wiggins.info,958298,2023-03-18,51,Monthly,8.17,Flat Rate,Quarterly,Monthly,Wholesale,True,False,57866096,11,1,Adult,B,True,1530,2027-05-26,2023-04-17,2023-05-17,2024-01-01
Male,Rivers,Trade and Commerce,CAM-100249,CUS-1249,Charles Smith,Harris-Jenkins,1998-12-14,"2722 Rodriguez Views Apt. 960
Riversview, MA 02998",001-593-852-2883x8520,yharding@hotmail.com,1547343,2023-05-12,12,Monthly,22.64,Flat Rate,Monthly,Quarterly,Retail,True,True,13885324,15,7,Youth,C,False,360,2024-05-06,2023-06-11,2023-07-11,2024-01-01
Female,Kaduna,Health,CAM-100250,CUS-1250,Mrs. Hannah Garcia,Arnold-Wilson,1978-04-29,"199 Price Cove
Port Briana, LA 66010",9306035204,matthew38@yahoo.com,6219720,2023-03-31,28,Monthly,21.48,Reducing Balance,Quarterly,Quarterly,Wholesale,False,False,32188544,64,26,Youth,B,False,840,2025-07-18,2023-04-30,2023-05-30,2024-01-01
Male,Lagos,Manufacturing,CAM-100251,CUS-1251,Zachary King,Cochran-Munoz,1979-06-07,"384 Michael Green
Chelseachester, WV 74495",001-470-102-4100x678,mmcclure@rodriguez.biz,8993836,2023-12-11,49,Quarterly,19.43,Reducing Balance,Quarterly,Quarterly,Consulting,True,True,26219726,3,27,Adult,B,False,1470,2027-12-20,2024-01-10,2024-02-09,2024-01-01
Female,Enugu,Trade and Commerce,CAM-100252,CUS-1252,Nicole Mcpherson,Collins-Wade,1993-09-13,"299 Costa Coves Apt. 364
East Edward, ND 99580",+1-943-492-2125x05646,msanchez@yahoo.com,5120650,2023-12-16,37,Quarterly,10.43,Reducing Balance,Monthly,Quarterly,Wholesale,False,False,59734379,69,21,Youth,A,False,1110,2026-12-30,2024-01-15,2024-02-14,2024-01-01
Male,Rivers,Manufacturing,CAM-100253,CUS-1253,Maria Maldonado,Herrera Ltd,1984-07-15,"8378 Ray Wall
Lewisberg, MS 16179",865-163-5155x910,evelyn80@johnson.com,2255692,2023-09-20,16,Monthly,13.05,Flat Rate,Quarterly,Quarterly,Services,False,False,3467256,23,28,Youth,C,False,480,2025-01-12,2023-10-20,2023-11-19,2024-01-01
Male,Enugu,Agriculture,CAM-100254,CUS-1254,Paula Holmes,Bruce-Brown,1987-09-30,"17880 Johnson Curve Apt. 789
West Michaelside, ME 36895",(071)824-8218x76045,lfloyd@pitts.com,9772664,2023-12-17,27,Yearly,7.05,Reducing Balance,Quarterly,Quarterly,Retail,True,False,67912156,53,16,Youth,A,True,810,2026-03-06,2024-01-16,2024-02-15,2024-01-01
Male,Lagos,Health,CAM-100255,CUS-1255,David Brooks,"Conner, Long and Clarke",1978-12-01,"89982 Patricia Manor Suite 838
Brownland, ND 46014",562-203-4503x79379,tfitzgerald@yahoo.com,2230228,2023-04-18,27,Monthly,8.78,Flat Rate,Quarterly,Monthly,Services,True,False,90235105,37,24,Youth,A,True,810,2025-07-06,2023-05-18,2023-06-17,2024-01-01
Male,Kano,Trade and Commerce,CAM-100256,CUS-1256,Elizabeth Ramos,Yang-Adams,1997-03-08,"88199 Meagan Lock
Andrewsville, KS 23336",976.354.9388,wilsonmichelle@andrews.com,2446793,2023-03-15,48,Yearly,20.66,Flat Rate,Monthly,Quarterly,Retail,True,True,50145489,9,14,Youth,C,True,1440,2027-02-22,2023-04-14,2023-05-14,2024-01-01
Female,Lagos,Trade and Commerce,CAM-100257,CUS-1257,Whitney Giles,"Bell, Obrien and Bishop",1978-06-08,"1193 Ritter Forest
West Kristine, WI 85364",+1-133-196-4692,sarachase@yahoo.com,2069123,2023-02-08,30,Monthly,19.3,Flat Rate,Quarterly,Quarterly,Consulting,False,True,15593077,15,23,Youth,A,True,900,2025-07-27,2023-03-10,2023-04-09,2024-01-01
Female,Oyo,Trade and Commerce,CAM-100258,CUS-1258,Cassandra Cochran,"Salazar, Cameron and Long",2004-06-08,"PSC 4493, Box 4202
APO AE 92771",001-310-462-0906x288,kaylacaldwell@myers.biz,6615518,2023-06-08,27,Yearly,16.87,Reducing Balance,Monthly,Quarterly,Retail,True,False,23108188,3,20,Adult,C,True,810,2025-08-26,2023-07-08,2023-08-07,2024-01-01
Male,Lagos,Trade and Commerce,CAM-100259,CUS-1259,Linda Mann,Cervantes-Jackson,1982-05-09,"791 Jennifer Corner
East Theodore, MS 10471",+1-887-684-5531x19263,courtney43@smith.info,7893979,2023-03-12,33,Quarterly,22.91,Flat Rate,Quarterly,Quarterly,Retail,False,False,10667126,93,20,Youth,A,False,990,2025-11-26,2023-04-11,2023-05-11,2024-01-01
Male,Lagos,Trade and Commerce,CAM-100260,CUS-1260,Frederick Edwards,"Webster, Clark and Lewis",1975-03-07,"PSC 4864, Box 1269
APO AE 32759",001-689-894-8385,erikakennedy@hotmail.com,8937482,2023-11-08,34,Yearly,16.67,Flat Rate,Quarterly,Monthly,Retail,False,True,25711646,70,6,Youth,C,False,1020,2026-08-24,2023-12-08,2024-01-07,2024-01-01
Female,Oyo,Manufacturing,CAM-100261,CUS-1261,Melissa Mccann,Meyer-Bradford,1985-06-26,"USS Perkins
FPO AE 82203",548.489.0312x079,pughmatthew@wilcox.com,2122572,2023-08-29,18,Monthly,14.34,Reducing Balance,Monthly,Monthly,Wholesale,True,True,35319676,17,22,Youth,C,True,540,2025-02-19,2023-09-28,2023-10-28,2024-01-01
Male,Kaduna,Health,CAM-100262,CUS-1262,Mark Wallace,Patterson and Sons,1980-11-16,"6934 Moreno Falls Apt. 691
Port Austinville, DE 12698",+1-270-966-8588x160,ojones@carr.com,3720281,2023-10-25,23,Quarterly,11.81,Reducing Balance,Quarterly,Quarterly,Wholesale,False,False,43280408,26,25,Youth,C,True,690,2025-09-14,2023-11-24,2023-12-24,2024-01-01
Male,Lagos,Agriculture,CAM-100263,CUS-1263,Rebecca Roth,"Kelly, Bennett and Watkins",1995-06-17,"42385 Orozco Prairie Apt. 125
South John, NE 40798",+1-054-372-6452x2471,jessica66@wright.biz,3189784,2023-02-05,7,Yearly,23.81,Flat Rate,Quarterly,Monthly,Consulting,True,False,59430565,21,28,Adult,B,True,210,2023-09-03,2023-03-07,2023-04-06,2024-01-01
Male,Oyo,Agriculture,CAM-100264,CUS-1264,Allison Mccormick,Contreras-Weber,1970-04-04,"8327 Miller Drives
Hernandezville, DE 15692",562-433-8938x9458,nancydillon@stephens.info,8675602,2023-03-25,34,Yearly,6.65,Flat Rate,Monthly,Monthly,Retail,True,False,4705421,72,5,Adult,A,False,1020,2026-01-08,2023-04-24,2023-05-24,2024-01-01
Female,Rivers,Agriculture,CAM-100265,CUS-1265,Katherine Abbott,"Garner, Allen and Arellano",1989-03-04,"USNS Phillips
FPO AP 11254",241.134.1530x85405,rspence@maldonado-haley.biz,1209662,2023-09-20,26,Yearly,23.62,Reducing Balance,Quarterly,Quarterly,Production,True,False,62084615,21,24,Youth,B,False,780,2025-11-08,2023-10-20,2023-11-19,2024-01-01
Female,Kano,Agriculture,CAM-100266,CUS-1266,Michelle Erickson,Haas Group,1984-05-20,"838 Gonzalez Junction Apt. 077
South Carlberg, SD 06544",960.508.5558x82450,david96@ross.biz,7363382,2023-11-06,20,Yearly,21.53,Reducing Balance,Monthly,Quarterly,Consulting,True,False,95437274,11,21,Youth,A,False,600,2025-06-28,2023-12-06,2024-01-05,2024-01-01
Female,Kano,Manufacturing,CAM-100267,CUS-1267,Donna Gregory,Morales-Ford,2005-06-24,"67901 Houston Stravenue
Castilloburgh, TN 16063",+1-862-623-0271x3179,thomasbilly@gmail.com,5821129,2023-06-21,57,Yearly,7.6,Reducing Balance,Monthly,Quarterly,Retail,True,True,24575489,38,18,Youth,A,True,1710,2028-02-25,2023-07-21,2023-08-20,2024-01-01
Male,Lagos,ICT,CAM-100268,CUS-1268,Angela Thomas,"Lewis, Adams and Mills",1975-06-29,"8750 Bennett Junction
Grahamberg, NC 23864",085.857.9881x826,onorris@scott-brooks.org,9359060,2023-06-22,32,Quarterly,16.3,Flat Rate,Monthly,Quarterly,Retail,True,False,48660816,72,15,Adult,A,True,960,2026-02-06,2023-07-22,2023-08-21,2024-01-01
Male,Kaduna,Health,CAM-100269,CUS-1269,Peggy Casey,Gomez and Sons,1989-07-20,"83588 Fisher Valley Suite 183
Laurieview, UT 93378",+1-382-218-3541x83418,nelsonmelissa@gmail.com,6172605,2023-12-28,55,Quarterly,22.33,Reducing Balance,Quarterly,Quarterly,Wholesale,True,True,61127140,88,6,Adult,B,True,1650,2028-07-04,2024-01-27,2024-02-26,2024-01-01
Female,Kaduna,Trade and Commerce,CAM-100270,CUS-1270,Allison Cross,Willis Ltd,1972-11-01,"133 Adrian Walk
South Brianberg, AL 42329",(064)176-7557x7544,halljeffrey@johnson.biz,3092670,2023-02-16,36,Quarterly,16.44,Reducing Balance,Monthly,Monthly,Consulting,False,True,31619149,35,25,Adult,A,True,1080,2026-01-31,2023-03-18,2023-04-17,2024-01-01
Female,Rivers,ICT,CAM-100271,CUS-1271,Julia Coleman,Miller Group,1988-07-12,"422 Miller Tunnel
Jonesmouth, TX 49110",001-485-112-9664x3896,dayrebecca@james.com,5310833,2023-05-21,20,Quarterly,23.14,Reducing Balance,Monthly,Quarterly,Retail,True,True,8942263,14,29,Adult,B,False,600,2025-01-10,2023-06-20,2023-07-20,2024-01-01
Female,Lagos,Agriculture,CAM-100272,CUS-1272,Laura Nunez,"Becker, Kelley and Mora",1989-06-21,"55274 Thomas Fork
South Lydiachester, CO 97892",838.917.4978,hwhite@harris.com,7203459,2023-04-28,56,Monthly,23.86,Flat Rate,Quarterly,Quarterly,Retail,False,False,40206556,14,19,Youth,C,True,1680,2027-12-03,2023-05-28,2023-06-27,2024-01-01
Female,Kano,ICT,CAM-100273,CUS-1273,David Mitchell,Hayden-Martinez,1983-07-04,"16671 Karen Harbors
South Davidton, ME 85044",+1-350-860-9618x570,davidtran@owen.net,6917665,2023-10-04,28,Quarterly,13.45,Reducing Balance,Monthly,Quarterly,Consulting,False,True,70471380,10,1,Adult,A,True,840,2026-01-21,2023-11-03,2023-12-03,2024-01-01
Male,Kaduna,Health,CAM-100274,CUS-1274,Megan Hines,Fox-Dunlap,1994-09-26,"551 Peterson Drive Suite 500
Hernandezhaven, AL 40763",+1-651-053-2916x466,paulbanks@abbott.biz,942061,2023-08-02,29,Yearly,12.55,Reducing Balance,Quarterly,Monthly,Production,False,True,21152316,12,1,Adult,A,True,870,2025-12-19,2023-09-01,2023-10-01,2024-01-01
